Atoms,CSP3,Carbon,FormalCharge,Formula,HBA,HBD,HeavyAtoms,Heteroatoms,MR,MW,NAME,NHOH,NO,Rings,RotBonds,TPSA,WlogP
39,0.53,15,0,C15H21NO2,3,0,18,3,71.48,247.16,DB00454,0,3,2,3,29.54,2.21
32,0.2,15,0,C15H13NO3,3,1,19,4,69.3,255.09,DB00465,1,4,3,3,59.3,2.29
33,0.5,10,0,C10H16N6S,4,3,17,7,69.6,252.12,DB00501,3,6,1,5,114.19,0.6
32,0.13,15,0,C15H14O3,2,1,18,3,69.01,242.09,DB00573,1,3,2,4,46.53,3.67
26,0.86,7,0,C7H15NO3,3,1,11,4,38.53,161.11,DB00583,1,4,0,4,60.36,-1.81
34,0.73,11,0,C11H18N2O2S,3,2,16,5,65.68,242.11,DB00599,2,4,1,4,90.29,1.35
30,0.3,10,0,C10H13ClN2O3S,3,2,17,7,65.46,276.03,DB00672,2,5,1,4,83.65,1.74
31,0.13,15,0,C15H13FO2,1,1,18,3,67.89,244.09,DB00712,1,2,2,3,37.3,3.68
39,0.31,16,0,C16H19ClN2O,3,0,20,4,82.04,290.12,DB00748,0,3,2,6,25.36,3.4
29,0.25,12,0,C12H12N2O3,4,1,17,5,63.37,232.08,DB00779,1,5,2,2,72.19,1.42
33,0.13,15,0,C15H15NO2,2,2,18,3,72.6,241.11,DB00784,2,3,2,3,49.33,3.75
31,1.0,10,0,C10H20O,1,1,11,1,47.35,156.15,DB00825,1,1,1,1,20.23,2.44
25,0.1,10,0,C10H8N6O,6,1,17,7,59.37,228.08,DB00885,1,7,3,1,88.83,0.18
50,0.68,19,0,C19H29NO,2,1,21,2,87.2,287.22,DB00942,1,2,3,5,23.47,3.94
40,0.53,15,0,C15H22N2O,2,1,18,3,74.81,246.17,DB00961,1,3,2,2,32.34,2.73
51,0.63,19,0,C19H29IO2,2,0,22,3,101.14,416.12,DB01187,0,2,1,11,26.3,6.08
40,0.29,17,0,C17H20BrNO,2,0,20,3,86.93,333.07,DB01237,0,2,2,6,12.47,4.12
35,0.5,12,0,C12H18Cl2N2O,3,3,17,5,73.59,276.08,DB01407,4,3,1,3,58.28,3.0
27,0.9,10,0,C10H16O,1,0,11,1,44.24,152.12,DB01744,0,1,2,0,17.07,2.4
42,0.56,16,0,C16H24N2,2,1,18,2,78.62,244.19,DB06694,1,2,2,2,24.39,3.15
39,0.24,17,0,C17H19N3,3,1,20,3,84.24,265.16,DB08799,1,3,3,5,27.63,2.69
24,0.2,10,0,C10H7F3O4,3,1,17,7,49.71,248.03,DB08814,1,4,1,2,63.6,2.33
17,1.0,1,0,CH6O7P2Tc,3,5,11,10,30.09,290.87,DB09139,5,7,0,2,154.91,-1.38
33,0.46,13,0,C13H18O2,1,1,15,2,61.03,206.13,DB09213,1,2,1,4,37.3,3.07
24,0.25,8,0,C8H9N3O4,5,1,15,7,49.52,211.06,DB09220,1,7,1,5,94.36,0.02
43,0.38,16,0,C16H22N4O,5,0,21,5,84.63,286.18,DB11235,0,5,2,7,41.49,2.05
30,0.45,11,0,C11H17NO,2,1,13,2,54.55,179.13,DB11278,1,2,1,3,23.47,1.67
28,0.4,10,0,C10H15NO2,3,3,13,3,51.59,181.11,DB11610,3,3,1,3,52.49,1.03
33,0.3,10,0,C10H15N3O5,7,7,18,8,61.48,257.1,DB12783,8,8,1,5,148.07,-1.76
46,0.86,14,0,C14H27N3O2,3,1,19,5,75.8,269.21,DB13247,1,5,1,7,52.65,0.84
52,0.72,18,0,C18H32O2,1,1,20,2,86.99,280.24,DB14104,1,2,0,14,37.3,5.88
32,0.55,11,0,C11H16N2O3,3,2,16,5,58.38,224.12,DB00241,2,5,1,4,75.27,0.96
43,0.56,16,0,C16H24N2O,2,1,19,3,79.5,260.19,DB00268,1,3,2,7,32.34,2.85
38,0.5,14,0,C14H19Cl2NO2,2,1,19,5,80.67,303.08,DB00291,1,3,1,9,40.54,3.38
32,0.55,11,0,C11H16N2O3,3,2,16,5,58.38,224.12,DB00306,2,5,1,4,75.27,0.96
33,0.27,15,0,C15H16O2,2,0,17,2,69.5,228.12,DB00461,0,2,2,4,26.3,3.37
42,0.56,16,0,C16H23NO2,3,1,19,3,76.2,261.17,DB00473,1,3,2,5,38.33,3.15
30,0.0,15,0,C15H12N2O,1,1,18,3,73.53,236.09,DB00564,2,3,3,0,46.33,3.39
23,0.0,6,0,C6H8ClN7O,6,5,15,9,55.25,229.05,DB00594,8,8,1,1,156.79,-1.08
25,0.33,9,0,C9H13NO2,3,3,12,3,46.72,167.09,DB00610,4,3,1,2,66.48,0.77
27,1.0,4,0,C4H13NO7P2,4,6,14,10,47.33,249.02,DB00630,7,8,0,5,180.93,-1.27
48,0.61,18,0,C18H27NO2,3,0,21,3,86.08,289.2,DB00645,0,3,2,8,29.54,3.92
27,0.3,10,0,C10H13NO3,3,3,14,4,52.04,195.09,DB00765,4,4,1,3,83.55,0.74
27,0.38,8,0,C8H11N5O3,7,3,16,8,55.6,225.09,DB00787,4,8,2,4,119.05,-1.33
24,0.38,8,0,C8H10N4O2,4,2,14,6,51.27,194.08,DB00824,2,6,2,2,83.54,-0.18
38,0.31,16,0,C16H19BrN2,2,0,19,3,83.39,318.07,DB00835,0,2,2,5,16.13,3.93
23,0.33,6,0,C6H10N6O,4,2,13,7,45.31,182.09,DB00851,3,7,1,3,99.73,0.07
27,0.4,10,0,C10H15NO,2,2,12,2,49.92,165.12,DB00852,2,2,1,3,32.26,1.33
43,0.33,18,0,C18H22ClNO,2,0,21,3,88.97,303.14,DB00925,0,2,2,8,12.47,4.19
23,0.67,6,0,C6H10N2O4Pt,6,2,13,7,36.84,369.03,DB00958,4,6,2,0,104.64,-1.01
31,0.21,14,0,C14H14N2O,3,0,17,3,65.83,226.11,DB01011,0,3,2,3,42.85,2.64
55,1.0,19,0,C19H35N,1,1,20,1,86.9,277.28,DB01074,1,1,3,4,12.03,5.3
38,0.31,16,0,C16H19ClN2,2,0,19,3,80.7,274.12,DB01114,0,2,2,5,16.13,3.82
33,0.27,11,0,C11H16ClN5,2,5,17,6,71.94,253.11,DB01131,5,5,1,2,83.79,2.21
42,0.33,18,0,C18H22N2,2,1,20,2,85.84,266.18,DB01151,1,2,3,4,15.27,3.53
34,0.46,13,0,C13H18ClNO,2,1,16,3,68.13,239.11,DB01156,1,2,1,3,29.1,3.3
37,0.46,13,0,C13H19ClN2O2,4,1,18,5,73.93,270.11,DB01161,2,4,1,6,55.56,2.42
29,0.07,14,0,C14H12O3,3,1,17,3,64.53,228.08,DB01428,1,3,2,3,46.53,2.63
42,0.47,15,0,C15H23NO3,4,2,19,4,76.77,265.17,DB01580,2,4,1,9,50.72,1.99
71,1.0,22,1,C22H48N+,0,0,23,1,107.06,326.38,DB04221,0,1,0,18,0.0,7.34
25,0.1,10,0,C10H8F2N4O,4,1,17,7,54.0,238.07,DB06201,2,5,2,3,73.8,0.7
23,0.5,6,0,C6H10N2O5,3,4,13,7,41.01,190.06,DB06775,5,7,0,5,129.72,-1.03
36,0.8,10,0,C10H20N2O4,4,2,16,6,58.63,232.14,DB06797,4,6,0,6,104.64,1.23
29,0.36,11,0,C11H12I3NO2,2,2,17,6,94.13,570.8,DB08946,3,3,1,4,63.32,3.74
42,0.56,16,0,C16H23NO2,3,0,19,3,76.1,261.17,DB08988,0,3,2,3,29.54,2.6
38,0.57,14,0,C14H20Br2N2,2,1,18,4,84.59,374.0,DB09019,2,2,2,3,29.26,4.56
38,0.5,14,0,C14H21NO2,3,0,17,3,69.11,235.16,DB09088,0,3,1,5,29.54,2.57
28,0.0,14,0,C14H10O4,4,0,18,4,63.72,242.06,DB09096,0,4,2,2,52.6,2.62
36,0.47,15,0,C15H18O3,2,1,18,3,68.54,246.13,DB09212,1,3,2,4,54.37,2.79
54,0.68,19,0,C19H30O5,5,0,24,5,92.76,338.21,DB09350,0,5,2,13,46.15,3.72
22,0.8,5,0,C5H11ClHgN2O2,2,2,11,6,33.19,363.02,DB09406,3,4,0,4,64.35,-3.36
7,0.0,0,0,FNa2O3P,3,0,7,7,8.71,143.94,DB09484,0,3,0,0,73.0,-7.21
38,0.4,15,0,C15H20O3,3,0,18,3,72.44,248.14,DB11207,0,3,1,6,35.53,3.3
41,0.33,18,0,C18H21NO,2,2,20,2,81.52,267.16,DB11584,2,2,3,3,32.26,3.06
31,0.4,10,0,C10H14Cl2NO2PS,3,1,17,7,76.66,312.99,DB11768,1,3,1,5,72.39,4.24
17,0.8,5,0,C5H8FNO2,2,2,9,4,28.68,132.06,DB13146,3,3,1,1,63.32,-0.1
26,0.18,11,0,C11H10FNO2S,3,0,16,5,61.48,239.04,DB13228,0,3,2,1,58.28,1.41
30,0.5,10,0,C10H14N2O4,4,3,16,6,55.23,226.1,DB13253,3,6,1,4,95.5,-0.31
25,0.12,8,0,C8H10AsNO5,3,4,15,7,52.92,274.98,DB13268,4,6,1,2,106.86,-1.09
19,0.0,7,0,C7H5BiO6,5,3,14,7,44.29,393.99,DB13909,3,6,2,1,96.22,-0.16
38,0.83,12,0,C12H20N2S4,4,0,18,6,91.23,320.05,DB14174,0,2,2,0,121.26,3.91
42,0.33,18,0,C18H22N2,2,2,20,2,86.66,266.18,DB14196,2,2,3,4,24.06,5.17
25,0.08,12,0,C12H9N3O,3,1,16,4,59.75,211.07,DB00235,1,4,2,1,69.54,1.62
44,0.6,15,0,C15H25NO3,4,2,19,4,76.66,267.18,DB00264,2,4,1,9,50.72,1.61
24,1.0,3,0,C3H11NO7P2,4,6,13,10,42.71,235.0,DB00282,7,8,0,4,180.93,-1.66
34,0.73,11,0,C11H18N2O3,3,2,16,5,58.48,226.13,DB00312,2,5,1,4,75.27,1.18
33,0.38,13,0,C13H16N2O2,3,2,17,4,65.21,232.12,DB00357,3,4,2,2,72.19,1.35
33,0.67,9,0,C9H18N6,6,0,15,6,62.81,210.16,DB00488,0,6,1,3,48.39,0.07
27,0.07,15,0,C15H10O2,2,0,17,2,64.29,222.07,DB00498,0,2,3,1,34.14,2.85
40,0.38,16,0,C16H21NO2,3,2,19,3,78.59,259.16,DB00571,2,3,2,6,41.49,2.58
24,0.12,8,0,C8H10N2O3S,4,2,14,6,51.86,214.04,DB00634,3,5,1,2,97.64,0.09
15,1.0,1,0,CH4Cl2O6P2,2,4,11,10,38.53,243.89,DB00720,4,6,0,2,134.68,0.43
28,0.18,11,0,C11H12N2O2S,3,2,16,5,63.45,236.06,DB00744,3,4,2,2,94.8,2.73
40,0.31,16,0,C16H21N3,3,0,19,3,80.28,255.17,DB00792,0,3,2,6,19.37,2.65
31,0.27,11,0,C11H14N2O4,4,2,17,6,60.25,238.1,DB00949,4,6,1,5,104.64,0.96
38,0.54,13,0,C13H21NO3,4,4,17,4,66.75,239.15,DB01001,4,4,1,4,72.72,1.31
24,0.11,9,0,C9H9Cl2N3O,2,3,15,6,60.22,245.01,DB01018,4,4,1,2,78.97,1.55
38,1.0,9,1,C9H23NO3PS+,4,0,15,6,66.22,256.11,DB01057,0,4,0,8,70.64,2.61
33,0.31,13,0,C13H16N2O2,2,2,17,4,67.24,232.12,DB01065,2,4,2,4,54.12,1.86
40,0.29,17,0,C17H21NO,2,0,19,2,79.23,255.16,DB01075,0,2,2,6,12.47,3.35
40,0.4,15,0,C15H21N3O,4,2,19,4,79.67,259.17,DB01087,3,4,2,6,60.17,2.78
37,0.58,12,0,C12H20N2O3,5,4,17,5,64.54,240.15,DB01291,4,5,1,4,85.61,0.7
34,0.73,11,0,C11H18N2O3,3,2,16,5,58.48,226.13,DB01351,2,5,1,4,75.27,1.18
27,0.4,10,0,C10H15NO,2,2,12,2,49.92,165.12,DB01364,2,2,1,3,32.26,1.33
48,0.4,20,0,C20H27N,1,0,21,1,91.64,281.21,DB01616,0,1,2,9,3.24,4.57
39,0.43,14,0,C14H20N2O3,3,3,19,5,72.7,264.15,DB02546,3,5,1,8,78.43,2.47
28,0.36,11,0,C11H12Cl2N2O,3,1,16,5,66.86,258.03,DB04948,1,3,2,3,33.62,2.76
35,0.27,15,0,C15H17NO2,2,1,18,3,72.89,243.13,DB06594,1,3,2,4,38.33,2.53
23,0.5,8,0,C8H9FN2O3,4,1,14,6,45.5,200.06,DB09256,1,5,2,1,64.09,-0.02
48,0.65,17,0,C17H27NO3,4,0,21,4,84.22,293.2,DB09345,0,4,2,9,30.93,2.97
7,0.0,0,0,Na2O4S,4,0,7,7,10.47,141.93,DB09472,0,4,0,0,88.64,-7.33
40,0.53,15,0,C15H22O3,3,1,18,3,71.7,250.16,DB11062,1,3,1,7,46.53,3.77
25,0.1,10,0,C10H9N5O,5,2,16,6,57.72,215.08,DB11336,2,6,3,3,79.63,1.56
26,0.57,7,0,C7H10O6S3,6,3,16,9,64.07,285.96,DB13267,3,6,0,9,187.8,0.72
13,0.5,4,0,C4H4FeO4,4,0,9,5,19.25,171.95,DB14489,0,4,0,3,80.26,-2.74
14,0.0,1,0,CH8N2O3,3,2,6,5,17.37,96.05,DB15926,8,5,0,0,136.19,-1.69
24,0.38,8,0,C8H10N4O2,6,0,14,6,51.2,194.08,DB00201,0,6,2,0,61.82,-1.03
30,0.17,12,0,C12H13ClN4,4,2,17,5,70.68,248.08,DB00205,4,4,2,2,77.82,2.52
32,0.8,10,0,C10H16Br2N2O2,2,0,16,6,69.98,353.96,DB00236,0,4,1,4,40.62,1.23
31,0.7,10,0,C10H16N2O3,3,2,15,5,53.86,212.12,DB00237,2,5,1,3,75.27,0.79
15,0.5,4,0,C4H6CaO4,4,0,9,5,27.12,157.99,DB00258,0,4,0,0,80.26,-2.87
21,0.29,7,0,C7H8N4O2,5,1,13,6,46.58,180.06,DB00277,1,6,2,0,72.68,-1.04
39,0.5,14,0,C14H22N2O,2,1,17,3,72.33,234.17,DB00281,1,3,1,5,32.34,2.58
38,1.0,10,0,C10H24N2O2,4,4,14,4,58.34,204.18,DB00330,4,4,0,9,64.52,-0.29
36,0.5,14,0,C14H19NO2,3,1,17,3,66.84,233.14,DB00422,1,3,2,3,38.33,2.09
32,0.36,11,0,C11H15NO5,5,2,17,6,60.03,241.1,DB00423,3,6,1,6,91.01,0.53
30,0.33,12,0,C12H14N2O2,2,1,16,4,59.71,218.11,DB00532,1,4,2,2,49.41,1.47
32,0.5,12,0,C12H16F3N,1,1,16,4,58.29,231.12,DB00574,1,1,1,4,12.03,3.25
31,0.42,12,0,C12H15ClO3,3,0,16,4,62.79,242.07,DB00636,0,3,1,4,35.53,3.06
37,0.46,13,0,C13H20N2O2,4,1,17,4,68.92,236.15,DB00721,2,4,1,6,55.56,1.77
19,0.25,4,0,C4H6N4O3S2,6,2,13,9,45.59,221.99,DB00819,3,7,1,2,151.66,-0.86
36,0.8,10,0,C10H20N2S4,4,0,16,6,86.22,296.05,DB00822,0,2,0,4,121.26,3.62
15,1.0,3,0,C3H7O4P,2,2,8,5,26.38,138.01,DB00828,2,4,1,1,79.87,-0.09
35,0.5,12,0,C12H19NO3,4,4,16,4,62.49,225.14,DB00871,4,4,1,3,72.72,1.52
25,0.22,9,0,C9H10Cl2N4,4,3,15,6,64.8,244.03,DB00964,4,4,2,1,62.44,1.95
28,1.0,6,0,C6H14O6S2,6,0,14,8,50.83,246.02,DB01008,0,6,0,7,103.5,-0.28
31,0.38,13,0,C13H17N,1,0,14,1,61.07,187.14,DB01037,0,1,1,4,3.24,2.18
21,0.12,8,0,C8H7ClN2O2S,3,1,14,6,55.37,229.99,DB01119,1,4,2,0,66.91,1.87
27,0.0,13,0,C13H11N3,3,2,16,3,68.07,209.1,DB01123,4,3,3,0,64.93,2.55
35,0.46,13,0,C13H17ClN2O2,3,1,18,5,71.04,268.1,DB01171,1,4,2,4,41.57,1.4
26,0.75,8,0,C8H14N2O2,2,1,12,4,44.22,170.11,DB01202,2,4,1,3,63.4,-0.13
29,0.38,13,0,C13H13N3,3,1,16,3,62.51,211.11,DB01273,1,3,4,0,37.81,1.8
38,0.31,16,0,C16H20N2,2,0,18,2,75.69,240.16,DB01620,0,2,2,5,16.13,3.17
14,0.0,4,0,C4H3N3O4,4,3,11,7,32.44,157.01,DB03209,3,7,1,1,115.91,-1.84
21,0.5,6,0,C6H8O7,4,4,13,7,37.09,192.03,DB04272,4,7,0,5,132.13,-1.25
29,0.21,14,0,C14H12O3,3,0,17,3,66.47,228.08,DB04571,0,3,3,0,43.35,3.46
27,0.45,11,0,C11H14ClN,1,1,13,2,56.44,195.08,DB04871,1,1,2,0,12.03,2.59
25,0.0,9,0,C9H9N3O2S2,5,2,16,7,63.78,255.01,DB06147,3,5,2,3,121.7,1.53
28,0.0,13,0,C13H11NO3,4,2,17,4,63.92,229.07,DB06807,3,4,2,2,72.55,2.19
27,0.0,15,0,C15H10O2,2,0,17,2,67.92,222.07,DB07776,0,2,3,1,30.21,3.46
17,0.17,6,0,C6H6N2O3,3,1,11,5,34.89,154.04,DB09055,1,5,1,1,77.13,-0.28
43,0.53,15,0,C15H24N2O2,4,1,19,4,78.68,264.18,DB09085,1,4,1,8,41.57,2.62
30,0.07,14,0,C14H12ClNO2,2,2,18,4,72.87,261.06,DB09216,2,3,2,3,49.33,4.09
28,0.44,9,0,C9H12ClN5O,6,2,16,7,62.26,241.07,DB09242,2,6,2,2,71.43,0.82
22,1.0,5,0,C5H14ClNO,1,1,8,3,29.99,138.09,DB09277,1,2,0,2,20.23,-3.31
27,0.4,10,0,C10H11I2NO3,4,0,16,6,77.39,446.88,DB09366,0,4,1,4,48.3,2.01
27,0.07,14,0,C14H10O3,3,2,17,3,62.45,226.06,DB11157,2,3,3,0,57.53,2.23
64,1.0,18,0,C18H40O4P2,4,0,24,6,109.01,382.24,DB11180,0,4,0,19,64.1,4.1
30,0.25,12,0,C12H14O4,4,1,16,4,60.33,222.09,DB11285,1,4,1,4,55.76,1.98
59,1.0,18,1,C18H40N+,0,0,19,1,88.59,270.32,DB13970,0,1,0,14,0.0,5.78
15,0.5,4,0,C4H6O4Zn,4,0,9,5,21.36,181.96,DB14487,0,4,0,0,80.26,-2.49
8,0.0,0,0,HNa2O4P,3,1,7,7,9.83,141.94,DB14502,1,4,0,0,93.23,-8.18
7,0.0,0,0,H3Cl3Ga,0,0,4,4,9.94,174.86,DB14550,0,0,0,0,0.0,-10.17
27,0.4,10,0,C10H15NO,2,2,12,2,49.92,165.12,DB14752,2,2,1,3,32.26,1.33
37,0.36,14,0,C14H19N3S,4,0,18,4,78.16,261.13,DB16022,0,3,2,6,47.61,2.71
24,0.22,9,0,C9H11NO3,3,3,13,4,47.42,181.07,DB00135,4,4,1,3,83.55,0.35
26,0.88,8,0,C8H15NO2,2,2,11,3,42.14,157.11,DB00302,3,3,1,2,63.32,0.84
33,0.78,9,0,C9H18N2O4,4,2,15,6,54.09,218.13,DB00371,4,6,0,6,104.64,0.98
27,0.18,11,0,C11H10BrN5,5,2,17,6,71.17,291.01,DB00484,2,5,3,1,62.2,1.76
26,0.33,9,1,C9H13N2O2+,2,0,13,4,47.33,181.1,DB00545,0,4,1,1,33.42,0.57
31,0.42,12,0,C12H15NO3,3,1,16,4,59.68,221.11,DB00660,1,4,2,3,47.56,1.79
21,0.0,10,0,C10H7N3S,3,1,14,4,57.2,201.04,DB00730,1,3,3,1,69.81,2.69
20,0.12,8,0,C8H5F3N2OS,4,1,15,7,50.72,234.01,DB00740,2,3,2,1,76.38,2.78
26,0.36,11,0,C11H12N2S,3,0,14,3,60.65,204.07,DB00848,0,2,3,1,40.9,2.15
34,1.0,12,0,C12H21N,1,1,13,1,54.32,179.17,DB01043,2,1,4,0,26.02,2.69
19,1.0,2,0,C2H8O7P2,3,5,11,9,34.71,205.97,DB01077,5,7,0,2,154.91,-0.99
25,0.22,9,0,C9H11NO4,4,4,14,5,49.09,197.07,DB01235,5,5,1,3,103.78,0.05
27,0.0,11,0,C11H11N5,5,2,16,5,63.68,213.1,DB01438,4,5,2,2,89.65,2.66
62,1.0,19,1,C19H42N+,0,0,20,1,93.21,284.33,DB01718,0,1,0,15,0.0,6.17
28,0.33,12,0,C12H13NO2,2,0,15,3,56.19,203.09,DB05246,0,3,2,1,37.38,1.33
41,0.57,14,0,C14H22N2O3,5,1,19,5,74.24,266.16,DB09069,1,5,2,5,42.96,1.12
33,0.89,9,0,C9H19NO4,4,4,14,5,51.59,205.13,DB09357,4,5,0,6,89.79,-1.14
32,0.5,12,0,C12H18IN,1,1,14,2,70.6,299.05,DB09480,1,1,1,4,12.03,3.22
60,0.76,21,1,C21H38N+,0,0,22,1,96.95,304.3,DB11073,0,1,1,15,3.88,6.46
46,0.65,17,0,C17H26ClNO,2,0,20,3,85.5,295.17,DB11642,0,2,2,8,12.47,4.17
38,0.29,17,0,C17H19NO,2,0,19,2,77.01,253.15,DB12293,0,2,3,1,12.47,3.24
24,0.0,12,0,C12H9NO2,2,0,15,3,58.53,199.06,DB12300,0,3,2,2,43.14,3.26
38,0.25,16,0,C16H19NO2,3,0,19,3,76.48,257.14,DB13219,0,3,2,6,21.7,3.03
28,0.07,14,0,C14H12O2,2,1,16,2,62.17,212.08,DB14020,1,2,2,3,37.3,2.6
35,0.2,15,0,C15H18N2,2,2,17,2,74.93,226.15,DB14195,2,2,2,4,24.06,4.25
33,0.46,13,0,C13H16N2S2,4,1,17,4,75.49,264.08,DB14200,1,2,3,3,78.46,4.23
13,0.0,0,0,H5CaO6P,3,1,8,8,22.81,171.94,DB14481,5,6,0,0,156.23,-4.22
7,0.0,0,0,K2O4S,4,0,7,7,10.47,173.88,DB14499,0,4,0,0,88.64,-7.33
6,0.0,1,0,CLi2O3,3,0,6,5,5.4,74.02,DB14509,0,3,0,0,63.19,-8.44
30,1.0,10,0,C10H17NOS,3,0,13,3,54.9,199.1,DB00185,0,2,4,0,37.77,1.56
31,0.29,14,0,C14H14ClNS,2,0,17,3,73.59,263.05,DB00208,0,1,3,2,31.48,3.96
31,0.7,10,0,C10H17N3S,4,2,14,4,60.63,211.11,DB00413,3,3,2,3,79.18,1.58
23,0.0,9,0,C9H7Cl2N5,5,2,16,7,64.11,255.01,DB00555,4,5,2,1,90.71,2.01
22,0.0,8,0,C8H8Cl2N4,2,2,14,6,59.87,230.01,DB00629,4,4,1,2,76.76,1.6
24,0.22,9,0,C9H8ClN5S,6,2,16,7,66.35,253.02,DB00697,2,5,3,1,90.44,1.72
18,0.11,9,0,C9H4Cl3IO,1,0,14,5,68.76,359.84,DB00793,0,1,1,2,9.23,4.42
30,0.33,12,0,C12H14N2O2,2,2,16,4,59.56,218.11,DB00794,2,4,2,2,58.2,0.54
20,0.17,6,0,C6H6N6O2,7,1,14,8,44.54,194.06,DB00853,2,8,2,1,108.17,-2.08
22,0.12,8,0,C8H8N2O3S,4,1,14,6,50.82,212.03,DB00909,2,5,2,2,94.57,0.62
38,0.46,13,0,C13H21N3O,3,2,17,4,70.98,235.17,DB01035,3,4,1,6,58.36,1.34
33,0.46,13,0,C13H18O2,1,1,15,2,61.03,206.13,DB01050,1,2,1,4,37.3,3.07
32,0.46,13,0,C13H16ClNO,2,1,16,3,65.66,237.09,DB01221,1,2,2,2,29.1,2.9
30,0.17,12,0,C12H13N3O2,4,2,17,5,61.99,231.1,DB01247,2,5,2,4,67.16,1.42
31,0.7,10,0,C10H16N2O3,3,2,15,5,53.93,212.12,DB01353,2,5,1,4,75.27,0.94
31,0.38,13,0,C13H15NO2,2,1,16,3,60.79,217.11,DB01437,1,3,2,2,46.17,1.77
54,0.83,18,0,C18H34O2,1,1,20,2,87.09,282.26,DB04224,1,2,0,15,37.3,6.11
29,0.25,12,0,C12H13NO2S,3,1,16,4,66.18,235.07,DB04657,1,3,2,2,63.63,2.62
26,0.62,8,0,C8H11NO4S2,5,2,15,7,58.97,249.01,DB05057,2,5,1,5,134.07,-0.05
8,0.0,0,0,HK2O4P,3,1,7,7,9.83,173.89,DB09414,1,4,0,0,93.23,-8.18
37,0.43,14,0,C14H19N3O,4,0,18,4,71.23,245.15,DB13216,0,4,2,6,42.16,2.62
6,0.0,0,0,FeO4S,4,0,6,6,10.47,151.89,DB13257,0,4,0,0,88.64,-1.34
21,0.1,10,0,C10H7Cl2NO,2,1,14,4,58.16,226.99,DB13306,1,2,2,0,33.12,3.56
30,0.14,14,0,C14H14O2,2,2,16,2,63.73,214.1,DB14120,2,2,2,2,40.46,3.25
33,0.36,14,0,C14H18O,1,0,15,1,64.63,202.14,DB14175,0,1,1,6,17.07,3.85
29,0.07,14,0,C14H12O3,3,1,17,3,63.67,228.08,DB14176,1,3,2,3,46.53,2.75
6,0.0,0,0,NiO4S,4,0,6,6,10.47,153.89,DB14180,0,4,0,0,88.64,-1.34
28,0.36,11,0,C11H12N2OS2,5,0,16,5,67.87,252.04,DB14202,0,3,3,2,78.9,2.64
6,0.0,0,0,AlO4P,4,0,6,6,13.36,121.93,DB14517,0,4,0,0,96.06,-3.21
28,0.3,10,0,C10H12ClNO4,4,2,16,6,58.49,245.05,DB14656,3,5,1,5,81.78,1.17
42,0.71,14,0,C14H23N3OS,5,0,19,5,79.64,281.16,DB15357,0,4,2,7,66.49,3.22
27,0.75,8,0,C8H15NO3,2,2,12,4,44.7,173.11,DB16956,2,4,0,4,66.4,0.62
23,0.22,9,0,C9H11NO2,2,2,12,3,45.76,165.08,DB00120,3,3,1,3,63.32,0.64
28,0.88,8,0,C8H17NO2,2,2,11,3,44.25,159.13,DB00230,3,3,0,5,63.32,1.08
32,0.31,13,0,C13H17NO,1,0,15,2,64.02,203.13,DB00265,0,2,1,3,20.31,2.92
29,0.31,13,0,C13H14N2,2,1,15,2,62.8,198.12,DB00382,2,2,3,0,38.91,2.7
34,1.0,12,0,C12H21N,1,1,13,1,54.25,179.17,DB00478,2,1,4,1,26.02,2.55
21,0.43,7,0,C7H10N2OS,2,2,11,4,46.24,170.05,DB00550,2,3,1,2,80.74,1.38
24,0.08,12,0,C12H8O4,4,0,16,4,58.81,216.04,DB00553,0,4,3,1,52.58,2.55
11,1.0,3,0,C3F8,0,0,11,8,17.06,187.99,DB00556,0,0,0,0,0.0,2.75
23,0.22,9,0,C9H9Cl2N3,3,2,14,5,60.39,229.02,DB00575,2,3,2,1,36.42,2.36
26,0.33,9,0,C9H13NO3,4,4,13,4,48.66,183.09,DB00668,4,4,1,3,72.72,0.35
32,0.45,11,0,C11H17NO3,4,2,15,4,58.16,211.12,DB00723,3,4,1,4,64.71,1.08
36,0.46,13,0,C13H20N2O,2,2,16,3,67.56,220.16,DB00750,2,3,1,5,41.13,2.32
27,0.27,11,0,C11H12N2O2,2,1,15,4,55.1,204.09,DB00754,1,4,2,2,49.41,1.3
32,0.45,11,0,C11H17NO3,4,4,15,4,57.87,211.12,DB00816,4,4,1,4,72.72,1.13
30,0.2,10,0,C10H15N5,2,5,15,5,60.93,205.13,DB00914,6,5,1,3,97.78,0.24
21,0.5,6,0,C6H9N3O3,5,1,12,6,40.7,171.06,DB00916,1,6,1,3,81.19,0.09
21,0.11,9,0,C9H8O4,3,1,13,4,44.71,180.04,DB00945,1,4,1,2,63.6,1.31
28,0.86,7,1,C7H17N2O2+,2,1,11,4,43.03,161.13,DB01019,2,4,0,3,52.32,0.18
32,0.45,11,0,C11H17NO3,4,4,15,4,57.87,211.12,DB01064,4,4,1,4,72.72,1.13
30,0.45,11,1,C11H17BrN+,0,0,13,2,60.5,242.05,DB01158,0,1,1,3,0.0,3.05
35,0.42,12,0,C12H19N3O,3,3,16,4,64.94,221.15,DB01168,3,4,1,5,53.16,1.05
18,0.0,9,0,C9H5Cl2NO,2,1,13,4,53.43,212.97,DB01243,1,2,2,0,33.12,3.25
26,0.33,12,0,C12H13N,1,1,13,1,54.34,171.1,DB01367,1,1,2,2,12.03,1.9
